,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User Name,User ID,Tweet,Image URL,Location,Cleaned_Tweet,scores,label
0,0,0,0,2022-12-06 23:57:15+00:00,FleursMackinac,1129803418376318978,@DebtCrisisOrg @POTUS Hey @POTUS how about you do the right thing for MILLIONS of Americans and #CancelStudentDebt #cancelALLstudentdebtnow #studentloanforgiveness #bankruptcy,https://pbs.twimg.com/profile_images/1129803754168041472/1YrLptbX_normal.jpg,United States,hey right thing millions americans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2,2,2,2,2022-12-06 23:23:56+00:00,karenggolden,494178784,@joebiden knew exactly what he was doing offering up #StudentLoanForgiveness #BuyingVotes #BidenCrimeFamily @TheJerryBurke @NEWSMAX https://t.co/KIEHn7V87d https://t.co/5xnYecEf6B,https://pbs.twimg.com/profile_images/1509255507588136970/KWuRUEef_normal.jpg,United States,knew exactly offering,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3,3,3,3,2022-12-06 23:14:43+00:00,Demi_Libman,1589486554875060225,"Conservatives are so uneducated they don't even need their student loans bailed out by the government.
#studentloanforgiveness #Students #StudentLoans2022 #UneducatedRepublicans #EducationForAll #LearningTogether https://t.co/xVniwbIrfn",https://pbs.twimg.com/profile_images/1589494020207779840/1bZhvzSq_normal.jpg,United States,conservatives uneducated dont even need student loans bailed government,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
8,9,9,9,2022-12-06 19:46:17+00:00,sminaev2015,3395637394,heart drawing from students #pictures #studyacc #Students #sminaev #studentloanforgiveness #heart #Desktop #positivity https://t.co/JMM20qjzlE,https://pbs.twimg.com/profile_images/626755137457917952/vh8ToO1y_normal.jpg,United States,heart drawing students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
21,23,23,23,2022-12-06 13:36:53+00:00,FleursMackinac,1129803418376318978,@valenceawest @POTUS @SecCardona Hey @POTUS how about you do the right thing for MILLIONS of Americans and #CancelALLStudentDebtNOW #studentloanforgiveness #StudentLoans2022 #cancelallstudentdebt #bankruptcy #Hispanic #BlackWomen @SecCardona,https://pbs.twimg.com/profile_images/1129803754168041472/1YrLptbX_normal.jpg,United States,hey right thing millions americans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
37,40,40,40,2022-12-06 08:52:04+00:00,SirAuthorTrey,1541585168481361920,"#studentloanforgiveness why are republicans blocking student loan forgiveness, paid time off for rail workers, #RepublicansHaveNothingToOffer why do they block additional health care for veterans #VeteransDay 👎🏿👎🏿🧅 what good are they they are an organization of hindrance 🧅🧅🧅",https://pbs.twimg.com/profile_images/1541587988139966464/1z2KWk5v_normal.jpg,United States,republicans blocking student loan forgiveness paid time rail workers block additional health care veterans good organization hindrance,"{'neg': 0.299, 'neu': 0.401, 'pos': 0.299, 'compound': 0.0}",Neutral
43,46,46,46,2022-12-06 02:27:41+00:00,damnpamfromnamm,583053128,"@CurmudgeonCD21 @davenewworld_2 @DirkSchwenk That Biden has lied his entire adult life. Did you ever get the rest of the promised $2,000? #studentloanforgiveness? Codifying Roe v Wade? How about this one? https://t.co/nZ8sjgmWZs",https://pbs.twimg.com/profile_images/1586481927141269505/leW8bgXT_normal.jpg,United States,biden lied entire adult life ever get rest promised codifying roe v wade one,"{'neg': 0.161, 'neu': 0.683, 'pos': 0.155, 'compound': -0.0258}",Neutral
47,51,51,51,2022-12-06 00:57:35+00:00,NOdogmeatNO,744751300403990529,BREAKING: We Now Have the Full Transcript of Fauci's Deposition in Social-Media Collusion Case https://t.co/DpWjfpg8ao #trending #trend #TrendingNow #samsunggalaxy #studentloanforgiveness #stockmarketcrash #Slingshot #ShopMyCloset,https://pbs.twimg.com/profile_images/1536415270197248000/frTmdR6X_normal.jpg,United States,breaking full transcript faucis deposition social media collusion case,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
48,52,52,52,2022-12-06 00:31:07+00:00,anglib78,23085107,"@Plz_Relax_ @IWriteAllDay_ I have no words for that. 
#studentloanforgiveness https://t.co/xP6bXAHISJ",https://pbs.twimg.com/profile_images/1401340671596900359/JB7h1HWi_normal.jpg,United States,words,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
53,57,57,57,2022-12-05 22:28:31+00:00,ehburner30,1518299510774145031,Dr. Dre ft. Snoop Dogg - Nuthin' But A G Thang (Official Video) [Explicit] https://t.co/TfJjuIkQ1L via @YouTube @Cobratate … #studentloanforgiveness @SnoopDogg,https://pbs.twimg.com/profile_images/1593613717702426625/bD2Dl-lr_normal.jpg,United States,dr dre ft snoop dogg nuthin g thang official video via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
64,70,70,70,2022-12-05 18:37:23+00:00,FleursMackinac,1129803418376318978,@DebtCrisisOrg Hey @POTUS how about you do the right thing for MILLIONS of Americans and #CancelALLStudentDebtNOW #cancelstudentdebt #cancelallstudentdebt #studentloanforgiveness #bankruptcy,https://pbs.twimg.com/profile_images/1129803754168041472/1YrLptbX_normal.jpg,United States,hey right thing millions americans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
65,71,71,71,2022-12-05 18:35:38+00:00,FleursMackinac,1129803418376318978,@DebtCrisisOrg Hey @POTUS how about you do the right thing for MILLIONS of Americans and #cancelALLstudentdebtnow #cancelstudentdebt #studentloanforgiveness #cancelallstudentdebt #bankruptcy,https://pbs.twimg.com/profile_images/1129803754168041472/1YrLptbX_normal.jpg,United States,hey right thing millions americans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
69,75,75,75,2022-12-05 14:16:16+00:00,WBEN,23808281,"Political analyst Steve Roberts on #SCOTUS. #studentloanforgiveness, #Congress and more: https://t.co/RW1musRkjc",https://pbs.twimg.com/profile_images/378800000502498271/fa486d4c9a196eeafa3331c65c9dd28b_normal.jpeg,United States,political analyst steve roberts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
71,77,77,77,2022-12-05 13:52:25+00:00,WBEN,23808281,Insight into what #SCOTUS is looking at in regard to the #studentloanforgiveness plan from @POTUS with Bob Klump @CanisiusCollege: https://t.co/SIsJ3akwIr,https://pbs.twimg.com/profile_images/378800000502498271/fa486d4c9a196eeafa3331c65c9dd28b_normal.jpeg,United States,insight looking regard plan bob klump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
73,79,79,79,2022-12-05 12:40:11+00:00,RenataFCNews,3341883245,"Now for a story at least 26 million people are watching closely.

That's how many have applied for #studentloanforgiveness and are working through what it means for them that they have to wait even longer for an answer on if they'll get it. @FCN2go https://t.co/lXhClXic9l",https://pbs.twimg.com/profile_images/1481370122015096842/jF5ye9rU_normal.jpg,United States,story least million people watching closely thats many applied working means wait even longer answer theyll get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
75,81,81,81,2022-12-05 11:47:15+00:00,WBEN,23808281,What to do?  A local expert with updated advice as the #studentloanforgiveness saga gets kicked down the road to summer https://t.co/kDMcDrDBcL,https://pbs.twimg.com/profile_images/378800000502498271/fa486d4c9a196eeafa3331c65c9dd28b_normal.jpeg,United States,local expert updated advice saga gets kicked road summer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
76,82,82,82,2022-12-05 11:45:36+00:00,USSLForgiveness,553757561,#StudentLoanForgiveness 59% of Borrowers Won’t Be Able to Make Payments Come June https://t.co/8dr5q7Tgtp,https://pbs.twimg.com/profile_images/1195086512813170688/V9owPQ_3_normal.jpg,United States,borrowers able make payments come june,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
81,87,87,87,2022-12-04 23:46:47+00:00,Goscdude,91630381,@raggapegs Bro it’s a smoke screen All the things he said you think he has done is the opposite Each of the items you mentioned has an affect in our economy and society Here’s one for u #CodifyRoe #Promisebrokene this career politicians #Stopdrinking the #KoolAid #studentloanforgiveness,https://pbs.twimg.com/profile_images/1479864718227480578/ksplMIIY_normal.jpg,United States,bro smoke screen things said think done opposite items mentioned affect economy society one u career politicians,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
87,96,96,96,2022-12-04 19:36:51+00:00,ValSullivanNY,2805482514,@DashDobrofsky Neither are any #democrats condemning @POTUS #Biden for pushing #StudentLoanForgiveness despite the courts finding it unconstitutional.,https://pbs.twimg.com/profile_images/1422731876524072965/zTziA8DN_normal.jpg,United States,neither condemning pushing despite courts finding unconstitutional,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
90,99,99,99,2022-12-04 17:55:40+00:00,JRubioTx,1262467333651673092,"Whether you call it #StudentLoanForgiveness or #Reparations, it’s all about buying votes (with taxpayer’s money no less). But when you’ve driven your state (or country in Biden’s case) into the ground, how else can you get people to vote for you?
 https://t.co/dODijs24qH",https://pbs.twimg.com/profile_images/1521939913666670599/IDSSGSGu_normal.jpg,United States,whether call buying votes taxpayer money less driven state country biden case ground else get people vote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
93,102,102,102,2022-12-04 17:33:00+00:00,tplusr,10583972,So many are saddled with #studentloandebt. Should you consider student loan refinancing? https://t.co/0QgnPyvaCZ #studentloanforgiveness,https://pbs.twimg.com/profile_images/1032177495817248768/plxqBsKf_normal.jpg,United States,many saddled consider student loan refinancing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
95,104,104,104,2022-12-04 16:00:26+00:00,CBRGNJ,369493957,What's Going On With #StudentLoanForgiveness? Your Questions Asked and Answered https://t.co/Rmdum5RWBL https://t.co/6hTxLGr9gO,https://pbs.twimg.com/profile_images/801097283244793856/31i3o8dA_normal.jpg,United States,whats going questions asked answered,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
100,109,109,109,2022-12-04 14:00:02+00:00,politicaliq,22721436,#SupremeCourt to Hear #JoeBiden's Appeal for #StudentDebtForgiveness...  https://t.co/GaAdcePcVD … #studentloanforgiveness #studentdebt,https://pbs.twimg.com/profile_images/1567952788570644484/1wQgOCat_normal.png,United States,hear appeal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
103,113,113,113,2022-12-04 12:12:48+00:00,ClearVaIue_Tax,84881223,"$10,000 Student Loan Cancellation Announced! Details Explained
https://t.co/nKKZsFGt6J…
#clearvaluetax #studentloanforgiveness #studentloans #Biden #headlines #dailynews",https://pbs.twimg.com/profile_images/1599376769823424512/nZv3WNiZ_normal.jpg,United States,student loan cancellation announced details explained,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
109,120,120,120,2022-12-04 04:36:13+00:00,dogsoftherock,714523685265117184,@chuckwoolery It’s not a decision. They are taking up the case. #studentloans #studentloanforgiveness,https://pbs.twimg.com/profile_images/736418314642018305/YgXYcT5F_normal.jpg,United States,decision taking case,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
111,124,124,124,2022-12-04 03:23:17+00:00,Horn_Rowe,1203497853752152065,"B-b-but! The student loans!!

#studentloanforgiveness #Military #MilitarySpending
#USA
https://t.co/KrIHBUvQMd",https://pbs.twimg.com/profile_images/1424918807714451459/0ZOB9tBJ_normal.jpg,United States,b b student loans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
119,132,132,132,2022-12-03 23:09:48+00:00,ColoDavo,264949690,@platinombrero Yet the @GOP holding up #studentloanforgiveness gets less coverage.,https://pbs.twimg.com/profile_images/1098617654779277318/IarHR7W7_normal.jpg,United States,yet holding gets less coverage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
122,135,135,135,2022-12-03 21:00:23+00:00,Mandy_5_WF,1004160866231701505,People NEED to watch this!! #studentloanforgiveness #studentloans #studentloancrisis https://t.co/XlWEkqFyk5,https://pbs.twimg.com/profile_images/1590204515705290758/8uZdsZ4e_normal.jpg,United States,people need watch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
127,141,141,141,2022-12-03 18:00:01+00:00,politicaliq,22721436,#SupremeCourt to Hear #JoeBiden's Appeal for #StudentDebtForgiveness...  https://t.co/GaAdcf6Okd … #studentloanforgiveness #studentdebt,https://pbs.twimg.com/profile_images/1567952788570644484/1wQgOCat_normal.png,United States,hear appeal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
128,142,142,142,2022-12-03 17:48:36+00:00,millennial_mcpc,1401035600136921088,"The Root Purpose podcast joined us on our 46th episode to discuss how they met, how their podcast came to fruition, and the purpose of Root Purpose. #SoulTrainAwards #howarduniversity #JerryJones #MichiganState #studentloanforgiveness https://t.co/PJgKvqPRCY",https://pbs.twimg.com/profile_images/1445581431720198144/0NX8Z0_Y_normal.jpg,United States,root purpose podcast joined us th episode discuss met podcast came fruition purpose root purpose,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
129,143,143,143,2022-12-03 17:48:06+00:00,_ElleLorelle,2538125427,"The Root Purpose podcast joined us on our 46th episode to discuss how they met, how their podcast came to fruition, and the purpose of Root Purpose. #SoulTrainAwards #howarduniversity #JerryJones #MichiganState #studentloanforgiveness https://t.co/R5S5TZVFVj",https://pbs.twimg.com/profile_images/1456382191143989255/T9eEAJt3_normal.jpg,United States,root purpose podcast joined us th episode discuss met podcast came fruition purpose root purpose,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
139,153,153,153,2022-12-03 14:37:35+00:00,JohnnyU31776738,1466022124863295488,@ewarren #Pocahontas #Karen is a whiny #Socialist Say no to #StudentLoanForgiveness https://t.co/q8wOiJANug,https://pbs.twimg.com/profile_images/1466103672350421000/u-RWKc2q_normal.jpg,United States,whiny say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
140,154,154,154,2022-12-03 14:36:23+00:00,virgsimon52,928073072,@ewarren #studentloanforgiveness 👎 work it out with lender,https://pbs.twimg.com/profile_images/1575371385253535744/3aZjvBch_normal.jpg,United States,work lender,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
147,161,161,161,2022-12-03 13:22:23+00:00,elkipper,14148381,"The wealthy elite qunts at @JobCreatorsUSA want to hit the poor and middle class. Keep people in debt so that they can profit from it
#studentloanforgiveness https://t.co/GsUWIruJu4",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,wealthy elite qunts want hit poor middle class keep people debt profit,"{'neg': 0.29, 'neu': 0.363, 'pos': 0.347, 'compound': 0.0258}",Neutral
153,168,168,168,2022-12-03 03:52:00+00:00,971FMTalk,38711343,".@rschmelztv: ""he [@joebiden] did not get [what he wanted], but he got his #planB"" the @foxnewsradio reporter tells @MarcCox971 the latest on #studentloanforgiveness

LISTEN: https://t.co/NyFYZun3Cy

#MCMS #971Rewind",https://pbs.twimg.com/profile_images/1212815978964361218/a5vWQd9s_normal.jpg,United States,get got reporter tells latest listen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
164,181,181,181,2022-12-02 23:21:05+00:00,Magamagaman22,1486718647552798721,"Hey to those ages 18-45 that voted for Biden after being told your student loan check is on the way ….just before 11/8 election,  did your check arrive?  😂😂. Do you now know you were scammed? #studentloanforgiveness",https://pbs.twimg.com/profile_images/1487836386409517061/X8ae_Hkq_normal.jpg,United States,hey ages voted biden told student loan check way election check arrive know scammed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
168,185,185,185,2022-12-02 22:27:35+00:00,Eric66fal,1514729746390781956,"@JoeBiden still thinking there was a vote on #studentloanforgiveness...

Somebody should tell him...

https://t.co/jw5Ud1TDBW",https://pbs.twimg.com/profile_images/1514729847347724289/QMoAPAcm_normal.jpg,United States,still thinking vote somebody tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
188,208,208,208,2022-12-02 18:44:58+00:00,tspuser2605,1292849225349226496,"12/02/2022 (Friday)
The daily business briefing: December 2, 2022
https://t.co/Q7lLty61rT via @TheWeek
#studentloanforgiveness #Parler $GS https://t.co/JG1Iu4JOUY",https://pbs.twimg.com/profile_images/1477481303729524738/u9OKcjMv_normal.jpg,United States,friday daily business briefing december via gs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
197,218,218,218,2022-12-02 17:19:59+00:00,niceee365,1591964291233611781,"Who is right?

#Pelosi #ElizabethWarren #Biden #JoeBiden #studentloanforgiveness https://t.co/aCmAzKfNgt",https://pbs.twimg.com/profile_images/1600660518011867138/_qqCe33q_normal.jpg,United States,right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
198,219,219,219,2022-12-02 17:10:22+00:00,RenataFCNews,3341883245,"Might not be a #studentloanforgiveness decision until the summer

...... Thoughts?

https://t.co/XmS2v2dPpO @FCN2go",https://pbs.twimg.com/profile_images/1481370122015096842/jF5ye9rU_normal.jpg,United States,might decision summer thoughts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
216,238,238,238,2022-12-02 14:30:00+00:00,politicaliq,22721436,#SupremeCourt to Hear #JoeBiden's Appeal for #StudentDebtForgiveness...  https://t.co/GaAdcePcVD #studentloanforgiveness #studentdebt,https://pbs.twimg.com/profile_images/1567952788570644484/1wQgOCat_normal.png,United States,hear appeal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
228,250,250,250,2022-12-02 13:13:24+00:00,SparrowManYO,1418981147774799885,"#studentloanforgiveness 
#StudentLoans 
L M A O
To the YOUNG:
https://t.co/amFmTv0VJA https://t.co/3Ovf3gymwF",https://pbs.twimg.com/profile_images/1572792541132591104/vdYKBAc9_normal.jpg,United States,l young,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
232,255,255,255,2022-12-02 12:00:26+00:00,CyrusWebb,19765391,"Friday's edition of #ConversationsDailyNews: https://t.co/5epCogqVKi includes #newsheadlines, #WordsIChoosetoLiveBy, music by Unsecret and chat w/ #YevaShalietska ~ #bidenmacron #railstrike #studentloanforgiveness #jamieleecurtis https://t.co/4CUIQJOsOw",https://pbs.twimg.com/profile_images/1424643598528745474/3oGlBOo__normal.jpg,United States,fridays edition includes music unsecret chat w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
236,259,259,259,2022-12-02 11:19:01+00:00,almason49830803,1086019084867854336,"@evonnyoh @QasimRashid @TolleahPrice Your state and city pays for emergency services in your area, that’s you, if I take a loan to buy a car to get to work or school I have to pay that loan or lose my car, #studentloanforgiveness is shared wealth we don’t live in a socialist country.",https://pbs.twimg.com/profile_images/1480615643284131844/iP4PNacq_normal.jpg,United States,state city pays emergency services area take loan buy car get work school pay loan lose car shared wealth live socialist country,"{'neg': 0.229, 'neu': 0.58, 'pos': 0.191, 'compound': -0.0258}",Neutral
241,264,264,264,2022-12-02 10:57:30+00:00,Adele_Jones1,151913317,"You can literally google statistics on financial aid, income inequality and education inequality, inflation in the higher education sectors and what group of people it affects most. #studentloanforgiveness",https://pbs.twimg.com/profile_images/1188995054410653696/OF3hqgn4_normal.jpg,United States,literally google statistics financial aid income inequality education inequality inflation higher education sectors group people affects,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
243,266,266,266,2022-12-02 10:54:13+00:00,Adele_Jones1,151913317,"The socioeconomic disparities and wealth gap, have created this economic crisis #studentloanforgiveness",https://pbs.twimg.com/profile_images/1188995054410653696/OF3hqgn4_normal.jpg,United States,socioeconomic disparities wealth gap created economic crisis,"{'neg': 0.308, 'neu': 0.301, 'pos': 0.391, 'compound': 0.0258}",Neutral
251,274,274,274,2022-12-02 09:53:29+00:00,suzannekane,82915010,Then the borrower can repay their own loans. #Biden is buying voted with taxpayer money. #studentloanforgiveness https://t.co/oQ629ZIG3r,https://pbs.twimg.com/profile_images/1598631541046845440/MdKM2O0C_normal.jpg,United States,borrower repay loans buying voted taxpayer money,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
258,282,282,282,2022-12-02 07:31:19+00:00,Wilkamaxx,1582792760934940672,"@SenWarren 💯#ReparationsFirst then #studentloanforgiveness via POTUS #ExecutiveOrder. 
https://t.co/juDnesuDCS",https://pbs.twimg.com/profile_images/1598930076200062977/l8jrfbuB_normal.jpg,United States,via potus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
269,295,295,295,2022-12-02 04:15:59+00:00,latestly,828841083257778176,"US: High Court To Rule on Joe Biden’s ‘Student Loan Cancellation’ Plan by Early Summer 2023

@JoeBiden 
#SupremeCourtUS #JoeBiden #studentloanforgiveness #studentloans 

https://t.co/0p6pnrqjEK",https://pbs.twimg.com/profile_images/950961428181037056/pXvuVpuy_normal.jpg,United States,us high court rule joe biden student loan cancellation plan early summer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
276,303,303,303,2022-12-02 02:49:00+00:00,SeeBanksy,38793995,"If you didn’t go to college, you don’t have a place in the #studentloanforgiveness debate",https://pbs.twimg.com/profile_images/1575912021626961932/g7dyvLhT_normal.jpg,United States,go college place debate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
279,307,307,307,2022-12-02 02:28:45+00:00,HurricanePattyR,1521908719965114369,"@IngridStone21 They vote on one or two issues with #emotionaltriggers.
Young people aka #StudentLoanDeadbeats voted for #studentloanforgiveness.
#RoeVWade overturned as #unconstitutional had lots of heads spinning -those votes should have targeted mostly Gov's.
They don't see the big picture. https://t.co/2WL4mPcryh",https://pbs.twimg.com/profile_images/1521909182366203908/bWbTvsmN_normal.jpg,United States,vote one two issues young people aka voted overturned lots heads spinning votes targeted mostly govs dont see big picture,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
283,312,312,312,2022-12-02 01:51:23+00:00,Brinopolis,4510948092,@Eric_Schmitt Student loans are discriminatory towards lower class citizens. Everyone should have a right to further their education and not be saddled with debt their entire life. Rich kids don't have student loans. #studentloanforgiveness,https://pbs.twimg.com/profile_images/821870468814639104/SslUvvVD_normal.jpg,United States,student loans discriminatory towards lower class citizens everyone right education saddled debt entire life rich kids dont student loans,"{'neg': 0.193, 'neu': 0.658, 'pos': 0.148, 'compound': -0.0258}",Neutral
286,316,316,316,2022-12-02 01:29:06+00:00,crwilson709,2793370485,"@JamesHu29812484 @Eric_Schmitt How about subsidies for farmers? Billions and billions paid out…
#studentloanforgiveness",https://pbs.twimg.com/profile_images/1499542286581084177/DzVvN_wo_normal.jpg,United States,subsidies farmers billions billions paid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
287,317,317,317,2022-12-02 01:02:09+00:00,FlourishwLisa,1571933643286757377,"Executive branch cannot spend money that has not been appropriated by Congress, per 31 USC 1301 et seq (Antideficiency Act (P.L. 97-258)) and Article I, Section 7, Clause 7 of the U.S. Constitution. Period! Not even because of a pandemic! #studentloanforgiveness",https://pbs.twimg.com/profile_images/1571933746714099719/c4_JCars_normal.png,United States,executive branch cannot spend money appropriated congress per usc et seq antideficiency act p l article section clause u constitution period even pandemic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
290,320,320,320,2022-12-02 00:55:04+00:00,PurpRmPolitics,1193342580978847744,Full story https://t.co/Pc4gOauxP0 🟪#biden #bidenharris #blacklove #conservative #daveramsey #donaldtrump #election #foxnews #gop #joebiden #msw #news #purpleroompolitics #republican #socialwork #studentlife #studentloanforgiveness #studentloans #supportthetroops #troops https://t.co/BxJFMyU1HS,https://pbs.twimg.com/profile_images/1500569343859609605/aLlz_q0Y_normal.jpg,United States,full story,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
291,321,321,321,2022-12-02 00:50:56+00:00,MiaDaPup1,888606115390525442,@POTUS The student loan payment pause has been a success. It has meant little to no payments have been paid for a few years. The lack of payments has not negatively impacted anyone. This is proof #studentloanforgiveness would work &amp; not hurt anyone. #SCOTUS must allow this to happen.,https://pbs.twimg.com/profile_images/1191211881060585473/3mbIpXhC_normal.jpg,United States,student loan payment pause success meant little payments paid years lack payments negatively impacted anyone proof would work hurt anyone must allow happen,"{'neg': 0.188, 'neu': 0.627, 'pos': 0.185, 'compound': -0.0258}",Neutral
297,327,327,327,2022-12-02 00:12:43+00:00,SeasLife60,22527832,"#studentloanforgiveness
""...the court directed that the appeal be heard on an expedited basis."" https://t.co/OgP9xoRqPB",https://pbs.twimg.com/profile_images/1599510604804399110/AOE1eLn9_normal.jpg,United States,court directed appeal heard expedited basis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
310,341,341,341,2022-12-01 23:11:01+00:00,CHRISTO91733611,1443522786522238981,How long are folks gonna fall for politicians using the old “bait and switch”to get elected? #studentloanforgiveness #forgottenstudents,https://pbs.twimg.com/profile_images/1492460649712164866/Jsv5wdOg_normal.jpg,United States,long folks gonna fall politicians using old bait switch get elected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
320,352,352,352,2022-12-01 22:14:53+00:00,SeniorFernandez,1139764482098569217,"@funder Scott pretending this is the 1st &amp; only round of negotiations w/ rail workers.
@JoeBiden &amp; @SpeakerPelosi stabbed them in the back like they did #studentloanforgiveness",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,United States,scott pretending st round negotiations w rail workers stabbed back like,"{'neg': 0.21, 'neu': 0.507, 'pos': 0.283, 'compound': 0.0}",Neutral
321,353,353,353,2022-12-01 22:09:31+00:00,HistBehindNews,1187126093930586112,"The real issue is that student loans are designed as a financial product, rather than investments in education.  

Listen to Dr. Shermer, author of ""indentured students"", explain this history: https://t.co/reJPMGu5GX

#studentloanforgiveness #studentloans
https://t.co/b1SsbjyM3a",https://pbs.twimg.com/profile_images/1521230290198302720/Dsahm3sQ_normal.jpg,United States,real issue student loans designed financial product rather investments education listen dr shermer author indentured students explain history,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
332,365,365,365,2022-12-01 21:09:00+00:00,actdottv,552983877,The SCOTUS seems to think there is all the time in the world. #studentloanforgiveness https://t.co/AjmSFss7GW,https://pbs.twimg.com/profile_images/988481025285079040/EFQybIuJ_normal.jpg,United States,scotus seems think time world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
335,368,368,368,2022-12-01 21:02:25+00:00,MDliberalAtty,1227613108971147267,@TheWuhanClan @SCOTUSblog UH no read the Higher Education Act #studentloanforgiveness,https://pbs.twimg.com/profile_images/1227613227472826368/X3c-2OVx_normal.jpg,United States,uh read higher education act,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
